Text Description,Participant ID,Playlist ID,Video ID,Segment Name,CMA,Valence,Arousal
"I felt Anxious! I don't know, my heartbeat, I could feel my heartbeats probably because it was very scared but, I think that this video also impacted a lot in raising my heartbeat. After 2020 I think life is uncertain and these are the things that I’m totally afraid of. I felt alertness and anxiety.",14,2,2,ZombieApocalypse,LVHA,4,4
"This one was very calm. I couldn't understand why we’re watching this, until and unless you started speaking. yeah this was calming, absolutely calming. However, I had a mixed emotion because I was thinking this first and second video had some sort of destruction, so it might also have something. I was ancipating something might happen. Otherwise it was calm.",14,2,3,AbandonedBuilding,LVLA,4,4
"This was more of a funny video, than an actual kidnap. Yeah I could understand that, but it was funny to me. It was something like our friends plan for our birthdays, yeah pranks. I was feeling that I have been kidnapped, but I was thinking probably this is a prank that they are doing. Okay so there was a scene where someone comes and knock the window, where and I got to know this is not the actual scene which is happening. It was funny.",14,2,4,Kidnapped,LVHA,4,4
"Ahh, this was actually very anxious. I was feeling like I’ll like- I was scared, I was feeling like I will fall or what if I fall from the chair itself, if not from the roller coaster, right? So this was anxious, mixed of emotion high heartrate and of course scared.",14,2,5,MegaCoaster,HVHA,5,5
"This was calming, I totally enjoyed it until- but I was scared that the person will come and attack me. The person sitting behind me. ",14,2,6,MalaekahanaSunrise,HVLA,3,5
"This one was a happy video. I sort of, I don't love dogs but I don't hate them. They are beautiful. i felt it was a happy video and you just wanted to know how we’ll react after watching all these sequence of videos, and nothing sort of afraidness, nothing of that sort.",14,2,7,PuppiesHost,HVHA,4,5
"This I loved. This is my favorite. This is something that I wanted to do and I was doing it virtually, so I loved it, absolutely. Exciting. I have always been a beach person so I just wanted to know where this place is, now I know. It’s on my bucket list now.",14,2,8,GreatOceanRoad,HVLA,5,2
"I was taken back to the people that get migrated from the countries, like those in Myanmar. I felt that I'm a privileged person and that i am living in the heart of a city, capital of india. Many people don't get that, they don't even have homes.",15,1,1,TheDisplaced,LVLA,4,3
"This was okayish, i didn't feel anything i was very neutral. The reason being that slum was the tour was shown we see such things.  it's just that the world we live in is very unfair and people have such things.",15,1,2,HappyLand,LVLA,4,3
"nothing i felt like i was watching a movie and something was about to happen but i couldn't know. yes I like, I wanted to get to know all of the movie but it was only three minute. No, it was just like a random movie didn't felt much. ",15,1,3,Jailbreak,LVHA,4,4
"emotion was those being at war, and people getting displaced because of that, and all the things that people feel during the time when their- any person from their family goes out at the front. A  bit towards negative, negative, sad, helpless. ",15,1,4,Warknownonation,LVHA,4,4
"I felt like that i, yeah I was a camera on top of the person that was going. So here I felt a little more in an elevated state. Also, I like all these adventure sports, so I liked the overall video. It was exciting.",15,1,5,CanyonSwing,HVHA,4,3
"oh this was very interesting. I like forests and trees in general, but I just felt like had there been any more people around. It was a little bit lonely. But overall the emotion was on positive side, calming. ",15,1,6,Redwoods,HVLA,4,3
"yeah, this one was also good. It was exciting, and I felt like I might get tipped from a tree or something. okay so it was mixed emotion, excitement plus fear. I think the music was very stereotypical, loud and like a game. In games we do like uphill rush and all, they have such audios. Had it been a more natural audio i would have liked it more. ",15,1,7,Speedflying,HVHA,4,3
"The emotions were positive. yeah narrator did help me, but the point where she says that now we will be going to the slide, she waited a long for a longer- I have to wait- I had to wait a long time for her to get inside the slide. The emotion was positive, but it have been more positive if the video was of better quality.",15,1,8,InstantCaribbean,HVLA,4,4
"Actually I am very close to nepal. And this was very upsetting for me because I have seen it when it happened n the news. A lot of people died in this. okay. So it was upsetting or sad, okay. I felt very strong emotions in this video.",16,2,1,NepalEarthquake,LVLA,2,4
This video was little funny to me. I first thought it was something related to world war. And then I realised it was abou zombies. It felt like they were acting. They were not real zombies.,16,2,2,ZombieApocalypse,LVHA,3,2
the background music was very calm but nothing happened in the video. So I didn't liked this video as much. This video was way too long. And it was still for so long. The background music was very good. But the voices and echo in the music was very kind of hard to understand. It elt like a typical motivational video.,16,2,3,AbandonedBuilding,LVLA,2,2
It was quite funny. There acting was very funny.  At first I felt it was not but then it felt like they are acting. The script was very funny actually. It was not shown in a serious way. It was shown in a funny way. ,16,2,4,Kidnapped,LVHA,3,3
"It is exciting. Yes, but when the rollercoster were dropping, I didn't feel that much. At first, when It  was happening, I felt like I was there, and when the drop happened, I felt even more connected to reality like it's actually happening, but that's not possible because physically I was here, so. At beginning it was more exciting, later on it was ok.",16,2,5,MegaCoaster,HVHA,4,2
"this video is very good, actually i love nature. Very, very relaxing. And as the sunset was slowly happening, and the changes in its light were occurring - there was a man sitting back there and I was watching that the sunlight falling on him, it was very, very beautiful. The experience of this was very good.  I felt like I was in front of the sea.",16,2,6,MalaekahanaSunrise,HVLA,5,1
This was cute. I don't have any pet but I like animals. It was a very very cute video.,16,2,7,PuppiesHost,HVHA,4,1
"This was my favorite video. I felt very very good. In this video, it was not only just exciting but also calm and very pleasant. It was really nice to see Australia from above, knowing that beneath is the sea, it was very, very good. Like, I have actually done paragliding, and I really want to come here and do paragliding. ",16,2,8,GreatOceanRoad,HVLA,5,2
"the emotion was as, it was the first video. There was also a little bit of confusion as to what is happening, and besides that for the content of the video, i was kind of a little scared also, because it felt like war and they were scenes of radio announcements and people first dancing and then stopping to listening to listen to the announcements etc. So yeah, also anticipation as to what was about to happen, so yeah. Also I felt kind of stuck. because i could not move around but i could see people moving around me. So there were people running but i could not run, so yeah.",17,3,1,Warknownonation,LVHA,3,4
"i felt like it was interesting that i got to see this in VR because i have never experienced such woods in real life. So that was it, and also it was also a little bit curious that something can be experienced to such an extent to VR, so that was also what i was feeling while watching this. yeah that something, somebody can be sitting in their chair, in their house and could be feeling like they are in the woods surrounded by such huge trees. yeah it felt kind of calming, and also interesting that now that i had already seen one video, i felt like okay the emotions are changing. So that was my personal perception for that, but yeah it felt calming and it felt nice to be surrounded by nature after the war scenes.",17,3,2,Redwoods,HVLA,4,3
" it was kind of sad, and it was also that one of these questions was guilty, so i felt kind of guilty watching this, that there are so many children and they are so helpless and they live in swamps and all these slums etc and we cannot do anything for them, and yet these children seemed happy and one of the girl answered that happiness is for the people of happy land or something like that, so yeah. That was kind of sad so yes. yeah it was more comfortable because people were also moving and there was no need to run around, so i could just stand and watch. Didn't felt stuck. yes kind of sad, kind of guilty, and also that a little bit hopeful that there were people there that were there to help them, but yeah. yeah it kind of felt weird. There was a moment at which a child was pointing, so yeah it kind of felt like it was pointing at me, but not discomfort, but in like, curious.",17,3,3,HappyLand,LVLA,2,4
"this was exciting and also like- I felt little bit adventurous after watching this and also i felt like i was smiling the whole time, so yeah. it was nice. it was a cheerful and happy, exciting video.  It had this thing that i was feeling stuck, now it was constantly moving so i felt active this time.",17,3,4,Speedflying,HVHA,5,5
"I know that it was supposed to be relaxing, but i didn't feel relaxed after watching this. i dont know why, because maybe it was the scene that they put us into the slides, or maybe that i was not moving around as much, or i dont know… The scenes were not pleasurable to watch, i did not like it. The narrator it was like she was announcing my emotions to me that you should be feeling nice because you are on this. it was like an advertisement, more so. So she was telling the slides are fun and everything is nice, the the food is nice and everything is nice, but it did not feel so because i did not experience it. I actually felt like getting off the boat. ",17,3,5,InstantCaribbean,HVLA,3,2
"this was new, because it was a totally different experience, so yeah. I felt in, like i was interested to know whether the person gets away with it or not, so yeah that was new and also it was a jail setting which you rarely experience, so that was also new. so yeah it felt nice, but at this point also, i had a slight headache so that was a problem, but otherwise the video was interesting. no i did feel guilty, because it was from i think at some points it was from a second person view, as if something was handed and something the things were getting handed to the person and i was watching it, but also at other scenes- in the scenes that he was trying to unlock the handcuff. yeah I felt nervous that maybe i will get away with it and maybe i will not, and also i did feel guilty in the scenes like the policeman or whatever was bringing food and was like the plates were being handed out. So yeah i did feel like i was guilty, so- and also i felt a little bit scared in between where a new person comes in and he's being yelled at, somewhat. ",17,3,6,Jailbreak,LVHA,3,4
"it was sad, definitely sad. Also, it was a little bit confusing because these people were talking in a language which i did not understand, and i realized it later but subtitles were coming but they were not in the direction that i was looking at. So when i turned i did see the dialogues. I was able to read them and it was sad that this is happening and it is also a present day situation, so yeah it felt like these people might be going through this right now, so yeah i did feel guilty and sad at the same time.  yeah, in one particular scene, in which the children were playing in the dialogues- because they were talking in ukrainian i did not understand but then i turned around and saw that the subtitles were there, but either i could read them or i could look at the children, so it was a little confusing.",17,3,7,TheDisplaced,LVLA,1,4
"yeah this was very adventurous and very scary, because i think i am afraid of heights and suddenly i was thrown off a cliff so yeah.  yeah they were telling how high the cliff is and everything so it was nice. i was expecting them to throw me off at any point and suddenly they did, so yeah that was scary. The person was yelling and i felt like yelling with him. Haan because all of a sudden i was thrown off, and then i did understand, okay, this is VR and i dont have to shout, but yeah it did feel interesting being thrown off. i dont know i controlled my emotion at that point, or maybe i did not feel like- it was instantaneous, i felt like okay i am being thrown off.",17,3,8,CanyonSwing,HVHA,2,5
"okay i was not expecting something so intense all of a sudden. Actually i wasnt expecting, i don't know what sort of videos i was expecting, but not this for sure. So i was kind of shocked, but like i said, i have experience on it, so i knew that this is not a real thing that is happening, so i wasn’t that scared. But i was interested like where is gonna go, and the kidnappers didnt really seem that serious also, it wasn’t that scary. so it was shocking, but not- i was not scared. it was negative for sure, like i wasn't happy seeing this. In general i was not happy, but i was interested in like where is this gonna go, like, i like a story line in a video. yeah, like i said like, i got to know that this is not a serious kidnapping, like these people are not that serious about it. So i was like okay, i was then kind of chill about it. yeah i was shocked, i was confused, i thought these people were like first playing a prank or something, like they were like a game and there they are friends, but then once we got into the car i was like okay, okay now i want to know where this is going here.",18,4,1,Kidnapped,LVHA,3,4
"okay i enjoyed this a lot. I am anyway- i love the beach, okay, like its the place that brings me like a lot of calmness. At first i was like, kind of alert, like in that question because i thought something was going to happen, because after the first video, i thought in the second video something is gonna happen like some jump scare or someones gonna come or something will happen. anticipation. i think it took me like around 30 40 seconds, I'm like okay this is a video, nothing will happen. Yeah, so then i was very calm and i like then i just enjoyed it through. yeah yeah no i literally told myself like i am at a beach right now. relax, chill, just like be in the water that's it. yeah i felt exactly the same in fact like I am in beach.",18,4,2,MalaekahanaSunrise,HVLA,5,1
"oh this one, I was kind of uncomfortable when the zombies showed up. At first i didn't know it was a zombie apocalypse. That happened a bit later. confused, yeah. i thought we were in a mental asylum or something, or like murder was going on, i don't know. i thought these people were- okay these people were killing them, but i thought why they shooting like innocent people? okay like zombie apocalypse toh- because i don't watch zombies and all that, i thought this was like an army camp and like terrorist have come. at the starting i was like, like okay what is going on? Like i just generally dont like. I was like I don't want to be here. in the sense i was not even listening to them also, i was just thinking about what i’ve been doing. later on when they actually started shooting people I didn't like it, i was distressed. At end I realized they were zombie to I felt a little chill. yeah especially the gun shots, that's when i got to like, this- like they are actually shooting them.  i will be very distressed and upset and just angry and why are they shooting innocent people. I disliked it completely.",18,4,3,ZombieApocalypse,LVHA,2,4
"oh i love this, this was my favorite video. It was like instant happiness, yeah. the moment you saw them, I was instant happy. I love puppies in real life.  i just wish it was more up, in line with the puppies or like the humans actually. Otherwise I was happy.",18,4,4,PuppiesHost,HVHA,5,2
"honestly i was very neutral in this. i was like what is going on, and then i was like okay, i first thought i was in a helicopter, i think because of the audio but then i was looking around and there was no like helicopter sort of thing around me. i was very neutral, like i do enjoy such places.  I enjoyed this. I was happy and then i was calm. yeah once i got to know like this is the only thing that will happen, i was like okay this is nice and i didn't know was Australia.  i think because i was moving so unnaturally.  i was confused- i thought it was my vision that got blur first. Like for like one second i thought. But otherwise it was a nice video.",18,4,5,GreatOceanRoad,HVLA,4,2
"I was very bored in this, very. because nothing was happening.  yeah I was waiting for something to happen. I was feeling sllepy watching this. yeah I think i even closed my eyes, I was like okay nothing is going to happen, and i was not listening to the person in the background audio also.  initially when i was expecting something to happen, i thought someone or something will come or something, i dont know. And i think this is the longest video, it took me to realize like nothing will happen. yeah i think there was like a crinkly sound also, thats when i thought like someone is coming or something is happening, but it was just the wind. ",18,4,6,AbandonedBuilding,LVLA,4,2
"oh i dont like it. i find these videos very, like, sad. And i completely forgotten about like the earthquake, happened long ago so it like reminded again- I didnt like it. yeah exactly. like i was not calm, i do not like- as soon as like the earthquake thing happened i was like no no, i don't want to watch this because these things just make me upset. but it was nice seeing- like i really like seeing so many people coming and helping, like aiding the people who suffered the loss. ",18,4,7,NepalEarthquake,LVLA,2,4
" i loved it i love roller coasters in general and i've been on this one. yeah. familiarity, but so this was pretty shocking though because in the sense, i'll explain, so like on my VR i tried a roller coaster simulator, but that was all like animated, so i never felt anything. i was like this is so childish. And I'm a huge roller coaster fan in general, so this was the first time i actually felt like i was in it, like i could like physiologically feel like okay I'm taking turn- yeah my heartbeat was… and i don't know there's this one feeling, not even nausea, like something happening in my stomach but in a good way, like in an excited way. excitement yeah, i did not want the video to finish.",18,4,8,MegaCoaster,HVHA,5,5
"I was a bit confused, because I could not understand which war they are relating to and like what... I wasn't able to understand, like was it World War One or World War Two or something else? So, a bit of confusion on that part, but yeah, overall the video experience was great. Like in there, instances when the soldiers are aspirating in front of me, so I felt like I'm just standing there and they are... They are like, moving around. So, I kind of felt that I was in that particular scene in this moment. Otherwise, like after I came back to reality... When I took my headset back, I kind of... Restabilized to everything, like, this wasn't anymore in my mind that, okay, I was there or something else. I would say it was moderately positive experience. Like, I was able to... I enjoyed the experience, but afterwards, I wasn't able to, like, feel anything. Like, after the video ended, it didn't leave an impact on me. like if the audio wasn't there, I might have been more confused than I am right now.",19,3,1,Warknownonation,LVHA,4,4
"I felt stranded in the woods. Like, there was first scene where the guy takes a picture, and then they just shifting through scenes, and I cannot, like, see anything. There is just scenes after scene. So, nothing much. It was neutral. No, not really I don't like forests. I am more of a city guy. I felt afraid because I was alone. But if I wasn't alone, then I would not have been afraid, because there are other people around me. I was a slight afraid because I knew I am in Virtual Reality. Yeah, like slow video as in it was not as dynamic as the previous video where they're shifting a lot more and there are people moving around. It's more static, that I'm just standing.",19,3,2,Redwoods,HVLA,2,2
"A bit depressing, I would say. They are showing the situation of poor people in the Philippines. So, I, like the kids, like the kids over there, and then, at the end, they showed the girls singing for them, so that was good. But otherwise, it was a bit depressing, like they're showing sad kids with the... like, a background voice that she... like, tells me something- narration. It was more like a movie. Like, I wasn't present there physically, but yeah, at times when they just... like, there's a 10-second scene and I can just move around and see all around me, that time, in that transition, I can feel that, okay, probably I am just in that particular scene, but if I'm just sitting in one position, then it's like a movie.",19,3,3,HappyLand,LVLA,2,2
"I think I felt a bit afraid when the person just dived off the cliff. And I wasn't able to understand what's happening until I moved around and saw the person gliding. I had to move, otherwise, it felt like a drone shot. I had a drone is shooting this and I'm watching it, but when I just move back and see the person is gliding, so that kind of felt like, okay, I'm actually gliding now in the air, otherwise, it felt like drone shot. But later, I wouldn't say afraid. I think I would say excited. I was afraid at the point when he was just, like, he just dropped off the cliff. But after that, I felt excited. yeah like but if i moved up i see a parachute above me, see down i see legs and then move backwards i see the person, so then i realized that okay its not a drone shot, then i got into that scenario- or yeah the music, if they removed the music it would have been better.",19,3,4,Speedflying,HVHA,5,4
"the narration i think it killed it off, like it felt like an advertisement.  like when she speaking i am not able to feel anything, but when she stops speaking and she gives time, like just explore on, then i kind of feel that okay i am in that scene, yeah. no, experience was good, just in those moments when she is speaking i kind of feel that okay this is not a reality because someone is speaking. I didn't felt much in the cruise. I was little excited in the beach.",19,3,5,InstantCaribbean,HVLA,5,1
"i was able to feel that it was a vr when he's like picking his lock, but otherwise it felt like a normal video when they show that he actually running out of the jail. yeah it felt like a movie when they are showing when he is moving out of the jail cell and then he braks- like pushes the guards away and then moves to the staircase, that felt like the movie but when they are giving pov shots when the guy is entering the jail and when he's picking the lock of his handcuffs, that felt like real. it was exciting like exciting yeah, that somethings about to happen.",19,3,6,Jailbreak,LVHA,5,5
"So this felt like immersive because i was given time to like explore around, what's happening. there was not much narration like kids are just roaming around on the building, so it felt like i am  standing on the building terrace and there are kids around me and they are rooming around. so it felt- it felt kind of real. I was a bit distressed, like seeing the all- all this destruction. yeah because it allowed me,, to like explore the whole space before moving on to the next scene, like it felt real that this actually happened somewhere. The ukraine part i liked more than the sudan part the- the sudan part felt like a movie, the ukraine part where they just taking still shorts and allowed explore, move around, that felt like real this happened. I was able to sympathize and relate.",19,3,7,TheDisplaced,LVLA,2,4
"eah so there was a bit of a glitch in between, that it kind of stopped running when just at the moment when he dives off the cliff there is a glitch. otherwise this was- i felt a fear emotion when they are at the like, edge of the cliff and they say that okay now you’re at the edge, i look down and it felt like my feet were there but after he jumped it felt like he is just swinging.  yeah i didn't feel that. like probably if i was swinging along in reality, then i would have felt that okay something is happening. It was very realistic.",19,3,8,CanyonSwing,HVHA,4,4
"yeah i mean initially i thought i just have to look in one place but i- i soon realize that you can just see anything anywhere. I was just curious of what was going on nothing as emotional response, like i was scared or, no i mean there was nothing in the video that that triggered any sort of emotional response. I felt I was there but no extreme response, I was neutral. yeah i mean that the acting of kidnappers was also sort of funny it doesnt seem like a very intense situation, maybe due to their acting also.",20,4,1,Kidnapped,LVHA,4,2
"It was a very calming video.  it felt like you just looking and sitting at a beach, looking at sunset or sunrise, it was cool. I like beaches. yeah i mean after- after a certain duration it felt like you were actually sitting at a beach so you kind of delve into the video, that i was being shown so at starting- as the time went by it starting more like you are sitting in a beach and watching sunset.",20,4,2,MalaekahanaSunrise,HVLA,5,2
"so it felt like that you are a part of the movie itself. i mean running with the team, running from the zombies. Emotion was very exciting and alert. it felt like that i mean I was a part of that of the team yeah.",20,4,3,ZombieApocalypse,LVHA,5,2
okay this one yeah this was a very relaxed video. I like dogs somewhat. the audio was funky. it kept me engaged. I was just looking around what is happening. I was relaxed.,20,4,4,PuppiesHost,HVHA,4,2
"I think it was the one in which we were flying over the canyon, this was actually good its like you are sitting in a helicopter. i mean although the noise wasn't there, but you actually feel like your floating about the whole scene, so that was actually good. I mean- it felt great, but not the calming type thing, but i mean it felt good hovering over the whole scene. It was little exciting.  ",20,4,5,GreatOceanRoad,HVLA,4,2
"neutral I would say. eah, i was trying to listen to the speech but i think at some point. so it was relaxed after certain point, i mean after i realize that nothing is happening in that video then i mean yeah i can say relaxed. yeah as compared to other videos it felt a little bit boring.",20,4,6,AbandonedBuilding,LVLA,4,2
"yeah so in this they talked about the earthquake what happened and it seemed like a documentary, i mean you could actually feel that you are in that environment seeing all that tragedy and all that devastation. yes response, such, like i was feeling sympathy and the pain, the tragedy that happened there. I felt a litlle sad. yeah i mean it's more intense than just seeing it on the news. see it and be in that environment. I could feel the pain of those people. I have seen earthquake kind of tragedy.",20,4,7,NepalEarthquake,LVLA,4,2
"it was very exciting, i mean you could in this you actually feel like you are sitting on a roller coaster. like going down the roller coaster, so i mean yeah i feel the thill, a little light in my legs also, so yeah it was a very thrilling experience.",20,4,8,MegaCoaster,HVHA,4,2
"um generally i felt a bit sad because the way it was just left around, meant nobody wanted to sort of fix it. These kinds of things happen with disasters, but in this case i think they mentioned war as the reason, and like war doing that and no one fixing it means the war was the reason the people were displaced. So usually war is about the resources of a region. Typically it's like occupying the place or something like that, so this is just like i felt a bit weird about just the whole thing happening because it felt like war for the sake of just using weapons and using war. yeah I ffelt a little negative and a little like i couldn't explain why someone would just leave it and go somewhere else. while watching the video it was just sort of like taking in the situation and thinking about like how nobody was there, and things like that.",21,1,1,TheDisplaced,LVLA,3,3
"I could relate to the narrator, so she said we can't really help but we can bring it up as a- as a tourist location and try to create awareness in people, that there are places like this where there's no scope for making- improving the place and i think she also mentioned the town was very close but they still wouldn't get the resources from the town, and so i- i could sort of, i felt a little upset because like a little upset because they were- the town is very close, means like they had access to at least human resources, so they could have used them for like any kind of human labour based activity, but they didn't. So i felt like it was their responsibility to assign things to them. I was thinking about all this. I think the enthusiasm was sort of like, necessary for the person who was doing the job because other than the tourist validation, the person didn't have anything motivating in terms of what they were showing, like they were just sort of showcasing poverty so it helped, but i- i was sort of like, i had my own thoughts about the poverty so i felt like the narration didn't coexist with my thoughts. i feel like i was immature, i feel like i should have been able to take the narrative and sort of create. yeah i felt- yeah like it became worse because of that, because i felt like the narration was going along well with how i was thinking about it. .",21,1,2,HappyLand,LVLA,3,3
"so this one, this one was the most exciting for me. the story. i was anticipated- like i was just curious about how he would break out of prison, i, like i just wanted to sort of think about how- like he could have planned it and how the, the guards weren't aware enough of the fact that he actually did escape and things like that. movie definitely movie. i don't know if it is because the- this is the only context I've seen earlier, like so jailbreak and movies are the only context i know in terms of jailbreaking.",21,1,3,Jailbreak,LVHA,2,1
"this one, so there were parts of it where it was zooming into the image, yeah the transitions, i felt like the transitions could have had a better effect on my brain, but it didn't. Like they were pretty normal, but i feel like VR can make those transitions a bit more, better. i don't know exactly how, like i don't want it to affect anything neurological, but i thought in a cinema theatre if those kinds of transitions happen they would be a bit more dramatic. maybe it was the music, maybe it was- so i felt like in this one the transitions were there just for me to notice it, but not like cinematic value. oh this one I had to be, like, calculating. yeah, neutral. I- it was about, so at first, the people standing there, their clothes kept changing, so I thought that had something to do with their positions, their titles and their sort of war context. this one felt like a documentary, not like a movie, but a documentary where they were sort of explaining each and every time. what would be my emotional response to war… indifference. I was thinking logically.",21,1,4,Warknownonation,LVHA,3,2
"so this one was exciting, I felt fear. yeah, I felt fear. I am a little scared of heights; this one was pretty good in terms of that. I expected a trajectory with it like a bit more, and then maybe going to the other cliffs and then holding on to it or something like that, and it was just like a little bit of. okay, it's like sky diving, it's like the diving is the hardest part, but after that, you are like having fun so. It started with me being sared. But its was little less scary in the end.",21,1,5,CanyonSwing,HVHA,5,4
"familiarity, I've been here. so I have hiked here at least 10 times. so it was highly correlated. yeah, nostalgia. first thing i wanted to do was look up to see how big the red wood trees are because they are known to be like the tallest trees there. yeah, i was missing it, i was sort of thinking about being there. I made sure I wasn't sad. yeah yeah i was just happy that like people from Delhi sort of work with data that reminds me of a place I've lived in. yeah VR usually means there is a purpose to the VR content that is created, and here i felt like it was just sort of being around nature. that was the only context, and for that i think i should be there, like i expected smell i expected like the environment the atmosphere, maybe some animal sounds, those things weren't there, so it was like I would rather be actually there than in this video.",21,1,6,Redwoods,HVLA,5,3
"this one was fun. there were a few friends of mine who asked me for ask me to go to ski trips with them and but i never did in my life, so like this one was a bit sad for me because i could have actually done this in my life and i didn't, but i was happy with the video because this one was like, what virtual reality is supposed to do. so i felt happy. yeah i was just that sort of enthusiastic jock or something. Okay so it started with enthusiasm and then gone to regret.",21,1,7,Speedflying,HVHA,5,4
"I hated this one. because this is an advertisement and a poor one.  like they used VR to advertise the Caribbean in terms of tourism, and they didn't even sort of do any of the things that would make it exciting. like it- it tried to show, they tried to show the island but they didn't show it, the water tube didn't start at the right time. yeah I feel like the video itself is meant to be frustrating, like don't use vr actually go there sort of video, but i don't understand it because like even if I google the Caribbean i probably find pictures and videos of people from planes showing the whole island showing everything, so i feel like the intent of the video is to frustrate people. ",21,1,8,InstantCaribbean,HVLA,1,2
"it was a bit stressing video, and so i was actually present in that video experiencing almost everything that was happening so it was a bit stressing i think, and yeah that was it i think. no it was not similar i think this was, if i were in a natural setting actually present there then would have been much stronger, the feelings would have been much stronger. i think i would have felt more scared if i had actually be there, more pity for these people. I was a bit scared as well not that strongly because i know its a VR headset that i am watching that video on, it's not actually present. ",22,2,1,NepalEarthquake,LVLA,2,3
"yeah i was not able to understand what was happening there, i thought this was probably a game setting that i usually play, this first-person setting. yeah i think initially i was not able to understand the conversation, after i was looped in i was- i thought that there some kind of confusion regarding this army camp and then they are either evacuating people or they are hurting them, they are torturing them, they- there's some kind of war going on and they are actually attacking the people of the other side when they were killing these people, so i was actually relating this to all the games that i usually play. emotion was, was actually it feels very embarrassing to say that i was almost excited to be a part of this situation because the kind of games that i have been playing, i don't think that- yeah i don't think i have ever been scared of these guns and the music that, in fact i- it's a much more enriching experience if you have good headphones on and the gunshots sounds are more.",22,2,2,ZombieApocalypse,LVHA,3,2
"yeah it was a bit scary, it seemed a bit lonely. the music effect made it worse i think and the- i think there was a cloth piece that was hanging there and it seemed like it was a bit abandoned place that you know something bad had happened there. so it felt like i had to be there because something bad had happened to me, but i was left alone there. It was a bit scary. yeah initially i understood the whole situation of the video, but then i felt like that i was almost sitting there, just you know hearing the sound of the wind hissing through my ears and going through my thoughts i was not actually watching the video, i was moved into the thoughts that were coming in my mind.",22,2,3,AbandonedBuilding,LVLA,2,2
"I didn't think- I don't think I felt much here because the kind of words that he was throwing at me were not very relatable in a scary way, it was mostly relatable in a very, you know, action movie way- that I am watching a movie so it was a bit exciting as well in a certain way, but not scary not much scary. at one moment it was a bit scary but i think the kind of language they were using it was not very scary. I think the moment they were driving me towards- this was the moment the setting of this car is a bit frightening, and then they actually park their car at the end when they were talking to some person, their boss probably, that was the moment i think the setting, yeah the setting okay so this was a bit frightening. i was not confused i was very sure this is a kidnapping video and i am the person- it was a pov of the person that is being kidnapped but when they were actually pointing gun towards me it was not scary. it should have been scary i would have been scared but the the people that were trying to scare me were not good enough with their job.",22,2,4,Kidnapped,LVHA,3,3
"this was the typical video that i expected from a vr headset, yeah it was perfectly aligned, it felt nice and the audio was great as well. it was exciting. and a bit afraid as well. initially a bit afraid and when usually the roller coaster goes down this is i feel a bit jittery, there is some butterflies in my stomach that i feel from what i have experienced previously, i have not been to an amusement park since a long time but that is usually what i feel, and this reminded me of that feeling. I think it was- if the resolution would have been a bit better it felt almost realistic the- with the head movement going along with the roller coaster, it was- it was nice it was pretty great in fact. yeah at a particular point i felt that there was some dizziness but for very, very brief seconds i think one or two seconds i felt when the roller coaster was moving a lot. there was a change- as the roller coaster you know made it more exciting, the emotions swayed that way. initially, it was a bit calm when the roller coaster was taking its pace and later it- with the noises that were around, the people shouting for because of the roller coaster became too much speedy, that was the moment that elicited some strong emotions but when the roller coaster was settling, taking its position to offload the people, that was a bit felt a bit calm.",22,2,5,MegaCoaster,HVHA,5,4
"yeah, i felt it was a sunrise because with the video going forward, i think the sun actually. I felt a bit lonely here because there was nobody else on the beach, I've never been on a such beach before. yeah this is a very quiet beach, nobody is around. There is usually a lot of hustle on the beaches, shacks on my behind, people drinking and eating and you know clicking their pictures, playing in the water. it was not very much like the beaches that i have seen before, but yeah it seemed a bit calming as well. initially, it was- i felt that it could have been a bit boring as well but i think the sun made a lot of progress in three minutes of the video so it wasn't that boring. It was calming and lonely. it's not about being realistic, it's about being a very new experience. yeah it does seem realistic, i have been to such places where there were less people on the beach, but we didn't prefer going to those beaches because it was not very lively.",22,2,6,MalaekahanaSunrise,HVLA,3,1
"this was a very wholesome video, i actually love dogs so yeah it seemed very nice. it was a very wholesome experience, being actually- this felt like i was almost at the levels of these puppies so either i was the breadcrumb they were playing with, or a dog itself, not moving obviously. yeah it felt like I could actually you know, play with everything around. these puppies are playing with, i could mingle with them as well, the way they are you know playing with each other, felt like i was at their level, I would perform the level of action they do. obviously, i was not, i was just sitting there so yeah. yes, it was a new experience, it was a very cute experience. ",22,2,7,PuppiesHost,HVHA,5,1
"it was very calming i think. i thought initially that it would feel lonely again like that beach but it didn't. it was a bit exciting as well, looking at that sand from that level, so yeah it was adventurous. yeah i felt like i was paragliding, so it didn't matter how the perspective- if i closer to the ground or closer to the sky, just depends on the height I am flying yeah the perspective completely made sense.",22,2,8,GreatOceanRoad,HVLA,4,3
"I felt like there should be no war and war leads to development of technology. It was a neutral emotion. I think it was a first-person experience. so i was- i felt like okay i am also a part of the scene. so we have not been in war directly or actively, but seeing the condition of the people who have been in war, or who have first hand experiences of war, we feel that war should not take place. But I have a objective reaction to it.",23,3,1,Warknownonation,LVHA,4,3
"It was a peaceful experience. Sometimes transitions were not obvious, I didn't know that the transition had happened, it was somewhat immersive but yes, at some points you can feel the transition is happening, yeah, it did not affect the emotion, but it made me realize the scene has changed. It was calming and relaxed.",23,3,2,Redwoods,HVLA,5,4
